Apto	Andar	PisoT	PisoS	BanhT	BanhS	Cofre	Cortina	CortinaS	CortinaM	CortinaC	Espelho	EspelhoS	AC	MoveisS	MoveisD	Camas	PortaCont	Cabide	CabideQ	SuportPap	SuportSham	SuportShamS	LuminType	LuminColor	TV	Avarias
313	300	Granito	Bom estado	Reformado	Tolerável	Sim	Não				Sim	Bom estado	LG	Danificado	"[""Guarda Roupa""]"	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Nova"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3	Não	Sim	Bom estado	Quadrado	Branco	Toshiba	Avaria fotografada; Avaria fotografada
314	300	Madeira	Tolerável	Reformado		Sim	Sim	Nova	212x180	Um lado	Sim	Bom estado	LG	Danificado	"[""Guarda Roupa""]"	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Nova"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}]"	Sim	Sim	3	Não	Sim	Bom estado	Vidro		Toshiba	
315	300	Granito		Reformado		Sim	Não				Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3	Não	Sim		Vidro			
316	300	Madeira	Reparo urgente	Antigo	Reparo urgente	Não	Sim	Antiga	muito grande	Um lado	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Não	Sim	3	Não	Sim	Bom estado	Quadrado	Branco	Smart Roku	
317	300	Madeira	Tolerável	Reformado		Sim	Sim		boa	Um lado	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3	Não	Sim	Bom estado	Vidro			porta do banheiro
318	300	Madeira	Reparo urgente	Antigo	Tolerável	Não	Sim	Nova	240x180	Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}]"	Não	Sim	3	Sim	Não		Quadrado	Branco	Toshiba	
319	300	Madeira	Reparo urgente	Antigo	Tolerável	Não	Sim	Nova	220x180	Um lado	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	2	Sim	Não		Vidro		Toshiba	
320	300	Granito	Bom estado	Reformado		Não	Sim	Nova	220x180	Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Cinza"", ""baseStatus"": ""Nova"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	3	Não	Não	Bom estado	Vidro		Samsung	Avaria fotografada
321	300	Madeira	Tolerável	Antigo	Reparo urgente	Não	Sim	Antiga	212x180	Dois lados	Sim	Bom estado	Midea	Danificado	"[""Guarda Roupa""]"	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Nova"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Novo""}]"	Não	Sim	3	Não	Não		Vidro		Toshiba	Avaria fotografada
322	300	Madeira	Tolerável	Antigo	Tolerável	Sim	Sim	Antiga	pequena	Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Amarela"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	3	Não	Não		Vidro			
323	300	Madeira	Tolerável	Antigo		Sim	Sim	Nova	pequena	Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	3	Não	Não		Quadrado	Branco		
325	300	Madeira	Tolerável	Antigo	Tolerável	Sim	Sim	Nova	240x180	Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Não	Sim	3	Sim	Não		Quadrado	Branco	Samsung	Avaria fotografada
326	300	Madeira	Reparo urgente	Antigo	Tolerável	Sim	Sim	Nova	muito grande	Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	2	Não	Não		Quadrado	Preto	Philco	
327	300	Madeira	Reparo urgente	Antigo	Tolerável	Sim	Sim	Nova		Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	3	Não	Não		Quadrado	Branco		
328	300	Madeira	Reparo urgente	Reformado		Sim	Sim	Nova	240x180	Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3	Não	Sim	Bom estado	Quadrado	Branco	Samsung	
